source_system,department_code,position_name,cleaned_name,category,rate,harm,rank,cluster,etalon_name
3,2 414,Педагог-психолог,Педагог-психолог,,,,,92.0,Педагог- психолог
3,2 414,Повар,Повар,,,,,267.0,Повар
3,2 414,Кастелянша,Кастелянша,,,,,503.0,Кастелянша
3,2 414,Зам. директора по АХЧ,Заместитель директора по административно-хозяйственной части,,,,,1628.0,Заместитель директора по административно- хозяйственной
3,2 414,Делопроизводитель,Делопроизводитель,,,,,549.0,Делопроизводитель старший
3,2 414,Подсобный рабочий,Подсобный рабочий,,,,,174.0,Подсобный рабочий
3,2 414,Педагог дополнительного образования ДОУ,Педагог дополнительного образования доу,,,,,1642.0,Педагог образования
3,2 414,Рабочий по ремонту и обслуживанию зданий и сооружений,Рабочий по ремонту обслуживанию зданий сооружений,,,,,1633.0,Ведущий инженер по организации эксплуатации
3,2 416,Оператор кательной,Оператор кательной,,,,,1347.0,Оператор газовой
3,2 416,Младший воспитатель,Младший воспитатель,,,,,254.0,Младший воспитатель группы
3,2 416,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 416,Инструктор по физической культуре,Инструктор по физической культуре,,,,,1675.0,Инструктор по культуре
3,2 416,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 416,Учитель,Учитель,,,,,39.0,Учитель
3,2 416,Музыкальный руководитель,Музыкальный руководитель,,,,,231.0,Музыкальный руководитель
3,2 416,Повар,Повар,,,,,267.0,Повар
3,2 416,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 416,Секретарь,Секретарь,,,,,79.0,Секретарь
3,2 416,Преподаватель организатор ОБЖ,Преподаватель организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 416,Воспитатель ГПД,Воспитатель гпд,,,,,43.0,Воспитатель
3,2 416,Кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
3,2 416,Водитель автобуса,Водитель автобуса,,,,,628.0,Водитель автобуса
3,2 416,Водитель газели,Водитель газели,,,,,62.0,Водитель
3,2 416,Библиотекарь,Библиотекарь,,,,,,
3,2 416,Учитель - логопед,Учитель логопед,,,,,54.0,Учитель- логопед
3,2 416,Заместитель директора ВМР,Заместитель директора вмр,,,,,37.0,Заместитель директора
3,2 416,Директор,Директор,,,,,24.0,Директор
3,2 416,Старший вожатый,Старший вожатый,,,,,435.0,Старший вожатый
3,2 416,Рабочий по комплексному обслуживанию и ремонту зданий,Рабочий по комплексному обслуживанию ремонту зданий,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
3,2 416,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 416,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 416,Рабочий по стирке и ремонту спецодежды (белья),Рабочий по стирке ремонту спецодежды,,,,,1657.0,Рабочий по ремонту стирке белья
3,2 416,Сторож,Сторож,,,,,560.0,Сторож
3,2 416,Лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
3,2 416,Механик,Механик,,,,,256.0,Механик
3,2 416,Социальный педагог,Социальный педагог,,,,,326.0,Социальный педагог
3,2 416,Кастелянша,Кастелянша,,,,,503.0,Кастелянша
3,2 416,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 416,Заместитель директроа УВР,Заместитель директроа учебно-воспитательной работе,,,,,181.0,Заместитель работе
3,2 416,Медицинская сестра,Медицинская сестра,,,,,1023.0,Работник
3,2 416,Кочегар,Кочегар,,,,,412.0,Кочегар
3,2 416,Педагог на дому,Педагог на дому,,,,,,
3,2 417,Ведущий бухгалтер,Ведущий бухгалтер,,,,,1683.0,Ведущий бухгалтер по учету
3,2 417,Начальник отдела,Начальник отдела,,,,,182.0,Начальник отдела
3,2 417,Специалист по закупкам,Специалист по закупкам,,,,,1654.0,Специалист по закупкам
3,2 417,Инспектор по кадрам,Инспектор по кадрам,,,,,287.0,Ведущий инспектор по кадрам
3,2 417,Заместитель начальника,Заместитель начальника,,,,,424.0,Заместитель начальника
3,2 417,Начальник,Начальник,,,,,19.0,Начальник
3,2 417,Экономист,Экономист,,,,,571.0,Экономист
3,2 418,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 418,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 418,Библиотекарь,Библиотекарь,,,,,,
3,2 418,Сторож,Сторож,,,,,560.0,Сторож
3,2 418,Младший воспитатель,Младший воспитатель,,,,,254.0,Младший воспитатель группы
3,2 418,Учитель,Учитель,,,,,39.0,Учитель
3,2 418,Социальный педагог,Социальный педагог,,,,,326.0,Социальный педагог
3,2 418,Секретарь,Секретарь,,,,,79.0,Секретарь
3,2 418,Лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
3,2 418,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 418,Механик,Механик,,,,,256.0,Механик
3,2 418,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 418,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 418,сторож (вахтер),Сторож,,,,,560.0,Сторож
3,2 418,Рабочий по комплексному обслуживанию и ремонту зданий,Рабочий по комплексному обслуживанию ремонту зданий,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
3,2 418,Медецинская сестра,Медецинская сестра,,,,,620.0,Медицинска сестра процедурной
3,2 418,Заместитель директора ВМР,Заместитель директора вмр,,,,,37.0,Заместитель директора
3,2 418,Учитель - логопед,Учитель логопед,,,,,54.0,Учитель- логопед
3,2 418,Повар,Повар,,,,,267.0,Повар
3,2 418,Кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
3,2 418,Воспитатель ГПД,Воспитатель гпд,,,,,43.0,Воспитатель
3,2 418,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 418,Водитель автобуса,Водитель автобуса,,,,,628.0,Водитель автобуса
3,2 418,Музыкальный руководитель,Музыкальный руководитель,,,,,231.0,Музыкальный руководитель
3,2 418,Инструктор по физической культуре,Инструктор по физической культуре,,,,,1675.0,Инструктор по культуре
3,2 418,Заместитель директроа УВР,Заместитель директроа учебно-воспитательной работе,,,,,181.0,Заместитель работе
3,2 418,Директор,Директор,,,,,24.0,Директор
3,2 418,Преподаватель организатор ОБЖ,Преподаватель организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 419,Учитель,Учитель,,,,,39.0,Учитель
3,2 419,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 419,Качегар,Качегар,,,,,412.0,Кочегар
3,2 419,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 419,Водитель автобуса,Водитель автобуса,,,,,628.0,Водитель автобуса
3,2 419,Рабочий по комплексному обслуживанию и ремонту зданий,Рабочий по комплексному обслуживанию ремонту зданий,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
3,2 419,Заместитель директроа УВР,Заместитель директроа учебно-воспитательной работе,,,,,181.0,Заместитель работе
3,2 419,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 419,сторож (вахтер),Сторож,,,,,560.0,Сторож
3,2 419,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 419,Социальный педагог,Социальный педагог,,,,,326.0,Социальный педагог
3,2 419,Библиотекарь,Библиотекарь,,,,,,
3,2 419,Старший вожатый,Старший вожатый,,,,,435.0,Старший вожатый
3,2 419,Учитель - Деффектолог,Учитель деффектолог,,,,,39.0,Учитель
3,2 419,Педагог-организатор,Педагог-организатор,,,,,28.0,Педагог- организатор
3,2 419,Секретарь,Секретарь,,,,,79.0,Секретарь
3,2 419,Советник директора,Советник директора,,,,,1065.0,Директора
3,2 419,Повар,Повар,,,,,267.0,Повар
3,2 419,Кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
3,2 419,Педагог - психолог,Педагог психолог,,,,,92.0,Педагог- психолог
3,2 419,Учитель - логопед,Учитель логопед,,,,,54.0,Учитель- логопед
3,2 419,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 419,Директор,Директор,,,,,24.0,Директор
3,2 419,Лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
3,2 419,Механик,Механик,,,,,256.0,Механик
3,2 419,Преподаватель организатор ОБЖ,Преподаватель организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 419,Профильный труд,Профильный труд,,,,,888.0,Профильный труд
3,2 419,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 419,Коррекц.занятия,Коррекц занятия,,,,,229.0,Инструктор по физо
3,2 419,Медецинская сестра,Медецинская сестра,,,,,620.0,Медицинска сестра процедурной
3,2 419,"ИЗО, профильный труд",Изо профильный труд,,,,,888.0,Профильный труд
3,2 419,Ритмика,Ритмика,,,,,797.0,Учитель ритмики
3,2 419,Основы социальной жизни,Основы социальной жизни,,,,,,
3,2 423,Главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
3,2 423,Директор,Директор,,,,,24.0,Директор
3,2 423,Учитель,Учитель,,,,,39.0,Учитель
3,2 423,Сторож,Сторож,,,,,560.0,Сторож
3,2 423,Рабочий по комплексному обслуживанию здания,Рабочий по комплексному обслуживанию здания,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
3,2 423,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 423,Повар,Повар,,,,,267.0,Повар
3,2 423,Рабочий по обслуживанию котельной,Рабочий по обслуживанию котельной,,,,,41.0,Рабочий по обслуживанию кортов
3,2 424,Методист,Методист,,,,,57.0,Методист
3,2 424,Библиотекарь,Библиотекарь,,,,,,
3,2 424,Директор,Директор,,,,,24.0,Директор
3,2 424,Зав отделом обслуживания,Заведующий отделом обслуживания,,,,,145.0,Заведующая отделом обслуживания
3,2 424,Зав.отделом,Заведующий отделом,,,,,1636.0,Заведующий отделом
3,2 424,Зав филиалом детской библиотеки,Заведующий филиалом детской библиотеки,,,,,,
3,2 424,Зам.директора,Заместитель директора,,,,,37.0,Заместитель директора
3,2 424,Зав сельской библиотекой-филиалом,Заведующий сельской библиотекой-филиалом,,,,,,
3,2 424,Зав.организационно-методическим отделом,Заведующий организационно-методическим отделом,,,,,,
3,2 424,Художник,Художник,,,,,144.0,Художник
3,2 426,Учитель,Учитель,,,,,39.0,Учитель
3,2 426,Директор,Директор,,,,,24.0,Директор
3,2 426,Водитель,Водитель,,,,,62.0,Водитель
3,2 426,УСП,Усп,,,,,1691.0,Врач узд
3,2 426,Повар,Повар,,,,,267.0,Повар
3,2 426,Сторож,Сторож,,,,,560.0,Сторож
3,2 426,Кочегар,Кочегар,,,,,412.0,Кочегар
3,2 426,Главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
3,2 428,Учитель,Учитель,,,,,39.0,Учитель
3,2 428,Кух.работник,Кух работник,,,,,553.0,Кух рабочая
3,2 428,Оператор газ.котельной,Оператор газ котельной,,,,,,
3,2 428,УСП,Усп,,,,,1691.0,Врач узд
3,2 428,Сторож,Сторож,,,,,560.0,Сторож
3,2 428,Заместитель директора по учебно воспитательной работе,Заместитель директора по учебно воспитательной работе,,,,,124.0,Заместитель директора по работе
3,2 428,Гардеробщик,Гардеробщик,,,,,1304.0,Гардеробщик
3,2 428,Повар,Повар,,,,,267.0,Повар
3,2 428,Директор,Директор,,,,,24.0,Директор
3,2 428,Водитель,Водитель,,,,,62.0,Водитель
3,2 428,Библиотекарь,Библиотекарь,,,,,,
3,2 428,Старший вожатый соответ.занимаемой должности,Старший вожатый соответ занимаемой должности,,,,,435.0,Старший вожатый
3,2 428,Советник директора по воспитатанию,Советник директора по воспитатанию,,,,,1065.0,Директора
3,2 428,Лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
3,2 428,Рабочий по обслуживанию зданий,Рабочий по обслуживанию зданий,,,,,1633.0,Ведущий инженер по организации эксплуатации
3,2 428,Заместитель директора по воспитательной работе,Заместитель директора по воспитательной работе,,,,,,
3,2 428,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 428,Главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
3,2 428,Воспитатель -1 квалификационная категория,Воспитатель - квалификационная категория,,,,,43.0,Воспитатель
3,2 428,Воспитатель -без квалификационной категории,Воспитатель -без квалификационной категории,,,,,933.0,Преподаватель без квалификационной категории
3,2 429,Учитель,Учитель,,,,,39.0,Учитель
3,2 429,Заместитель директора по УВР,Заместитель директора по учебно-воспитательной работе,,,,,124.0,Заместитель директора по работе
3,2 429,преподаватель-организатор ОБЖ,Преподаватель-организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 429,педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 429,старший вожатый,Старший вожатый,,,,,435.0,Старший вожатый
3,2 429,педагог-психолог,Педагог-психолог,,,,,92.0,Педагог- психолог
3,2 429,советник директора по воспитанию и взаимодействию с детскими общественными объединениями,Советник директора по воспитанию взаимодействию детскими общественными объединениями,,,,,1632.0,Директора по воспитанию взаимодействию детскими
3,2 429,Главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
3,2 429,Директор,Директор,,,,,24.0,Директор
3,2 429,Заместитель директора по ВР,Заместитель директора по вр,,,,,,
3,2 429,инспектор по кадрам,Инспектор по кадрам,,,,,287.0,Ведущий инспектор по кадрам
3,2 429,механик,Механик,,,,,256.0,Механик
3,2 429,сторож,Сторож,,,,,560.0,Сторож
3,2 429,водитель автомобиля,Водитель автомобиля,,,,,111.0,Водитель автомобиля категории
3,2 429,рабочий по обслуживанию зданий и сооружений,Рабочий по обслуживанию зданий сооружений,,,,,1633.0,Ведущий инженер по организации эксплуатации
3,2 429,повар,Повар,,,,,267.0,Повар
3,2 429,заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 429,оператор газовой котельной,Оператор газовой котельной,,,,,,
3,2 429,уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 429,электрик,Электрик,,,,,1098.0,Электрик кипа
3,2 429,кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
3,2 429,ведущий бухгалтер,Ведущий бухгалтер,,,,,1683.0,Ведущий бухгалтер по учету
3,2 429,Библиотекарь,Библиотекарь,,,,,,
3,2 429,Секретарь,Секретарь,,,,,79.0,Секретарь
3,2 431,Директор,Директор,,,,,24.0,Директор
3,2 432,Учитель,Учитель,,,,,39.0,Учитель
3,2 432,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 432,Кочегар,Кочегар,,,,,412.0,Кочегар
3,2 432,Сторож,Сторож,,,,,560.0,Сторож
3,2 432,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 432,Кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
3,2 432,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 432,Лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
3,2 432,Советник директора,Советник директора,,,,,1065.0,Директора
3,2 432,сторож (вахтер),Сторож,,,,,560.0,Сторож
3,2 432,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 432,Секретарь,Секретарь,,,,,79.0,Секретарь
3,2 432,Заместитель директора УВР,Заместитель директора учебно-воспитательной работе,,,,,124.0,Заместитель директора по работе
3,2 432,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 432,Преподаватель организатор ОБЖ,Преподаватель организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 432,Лаборант ИКТ,Лаборант икт,,,,,1288.0,Специалист по икт
3,2 432,Директор,Директор,,,,,24.0,Директор
3,2 432,Библиотекарь,Библиотекарь,,,,,,
3,2 432,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 432,Старший вожатый,Старший вожатый,,,,,435.0,Старший вожатый
3,2 432,Рабочий по комплексному обслуживанию и ремонту зданий,Рабочий по комплексному обслуживанию ремонту зданий,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
3,2 432,Повар,Повар,,,,,267.0,Повар
3,2 433,Учитель,Учитель,,,,,39.0,Учитель
3,2 433,Педагог на дому,Педагог на дому,,,,,,
3,2 433,Кочегар,Кочегар,,,,,412.0,Кочегар
3,2 433,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 433,Преподаватель организатор ОБЖ,Преподаватель организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 433,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 433,Водитель газели,Водитель газели,,,,,62.0,Водитель
3,2 433,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 433,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 433,Сторож,Сторож,,,,,560.0,Сторож
3,2 433,Повар,Повар,,,,,267.0,Повар
3,2 433,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 433,Директор,Директор,,,,,24.0,Директор
3,2 433,Заместитель директроа УВР,Заместитель директроа учебно-воспитательной работе,,,,,181.0,Заместитель работе
3,2 433,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 433,Механик,Механик,,,,,256.0,Механик
3,2 433,Рабочий по комплексному обслуживанию и ремонту зданий,Рабочий по комплексному обслуживанию ремонту зданий,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
3,2 433,Библиотекарь,Библиотекарь,,,,,,
3,2 434,Учитель,Учитель,,,,,39.0,Учитель
3,2 434,Воспитатель ГПД,Воспитатель гпд,,,,,43.0,Воспитатель
3,2 434,Воспитатель сопровождающий,Воспитатель сопровождающий,,,,,700.0,Воспитатель сопровождающий
3,2 434,сторож (вахтер),Сторож,,,,,560.0,Сторож
3,2 434,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 434,Повар,Повар,,,,,267.0,Повар
3,2 434,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 434,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 434,Кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
3,2 434,Рабочий по комплексному обслуживанию и ремонту зданий,Рабочий по комплексному обслуживанию ремонту зданий,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
3,2 434,Сторож,Сторож,,,,,560.0,Сторож
3,2 434,Лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
3,2 434,Библиотекарь,Библиотекарь,,,,,,
3,2 434,Секретарь,Секретарь,,,,,79.0,Секретарь
3,2 434,Заместитель директроа УВР,Заместитель директроа учебно-воспитательной работе,,,,,181.0,Заместитель работе
3,2 434,Водитель газели,Водитель газели,,,,,62.0,Водитель
3,2 434,Оператор газовой кательной,Оператор газовой кательной,,,,,1347.0,Оператор газовой
3,2 434,Механик,Механик,,,,,256.0,Механик
3,2 434,Директор,Директор,,,,,24.0,Директор
3,2 434,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 434,Старший вожатый,Старший вожатый,,,,,435.0,Старший вожатый
3,2 434,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 434,Преподаватель организатор ОБЖ,Преподаватель организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 434,Медецинская сестра,Медецинская сестра,,,,,620.0,Медицинска сестра процедурной
3,2 435,Главный специалист-эксперт,Главный специалист-эксперт,,,,,295.0,Главный специалист- эксперт
3,2 435,Начальник отдела бухгалтерской отчетности,Начальник отдела бухгалтерской отчетности,,,,,1640.0,Начальник отдела учета отчетности
3,2 435,Заместитель начальника управления финансов - начальник отдела бюджетного планирования,Заместитель начальника управления финансов начальник отдела бюджетного планирования,,,,,810.0,Заместитель начальника управления финансов начальник
3,2 435,Зам. Главы-начальник управления финансов Администрации Курчатовского района Курской области,Заместитель главы-начальник управления финансов администрации курской области,,,,,1695.0,Начальник финансового отдела
3,2 436,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 436,методист,Методист,,,,,57.0,Методист
3,2 436,Заместитель директора ВМР,Заместитель директора вмр,,,,,37.0,Заместитель директора
3,2 436,Директор,Директор,,,,,24.0,Директор
3,2 443,Глава Борковского сельсовета,Глава борковского сельсовета,,,,,14.0,Глава
3,2 443,Заместитель главы администрации,Заместитель главы администрации,,,,,,
3,2 443,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 443,Ведущий специалист-эксперт,Ведущий специалист-эксперт,,,,,450.0,Ведущий специалист- эксперт
3,2 443,Специалист 1 разряда,Специалист,,,,1.0,123.0,Специалист
3,2 443,Истопник,Истопник,,,,,689.0,Истопник
3,2 444,Водитель автобуса,Водитель автобуса,,,,,628.0,Водитель автобуса
3,2 444,Механик,Механик,,,,,256.0,Механик
3,2 444,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 444,Библиотекарь,Библиотекарь,,,,,,
3,2 444,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 444,Учитель,Учитель,,,,,39.0,Учитель
3,2 444,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 444,Сторож,Сторож,,,,,560.0,Сторож
3,2 444,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 444,Рабочий по комплексному обслуживанию и ремонту зданий,Рабочий по комплексному обслуживанию ремонту зданий,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
3,2 444,Заместитель директроа УВР,Заместитель директроа учебно-воспитательной работе,,,,,181.0,Заместитель работе
3,2 444,Повар,Повар,,,,,267.0,Повар
3,2 444,Качегар,Качегар,,,,,412.0,Кочегар
3,2 444,Старший вожатый,Старший вожатый,,,,,435.0,Старший вожатый
3,2 444,Преподаватель организатор ОБЖ,Преподаватель организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 444,Секретарь,Секретарь,,,,,79.0,Секретарь
3,2 444,сторож (вахтер),Сторож,,,,,560.0,Сторож
3,2 444,Лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
3,2 444,Кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
3,2 444,Директор,Директор,,,,,24.0,Директор
3,2 444,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 444,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 444,Педагог на дому,Педагог на дому,,,,,,
3,2 446,Директор,Директор,,,,,24.0,Директор
3,2 446,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 446,Учитель 5-11 кл.,Учитель 5- кл,,,,,,
3,2 446,Преподаватель организатор ОБЖ,Преподаватель организатор основам безопасности жизнедеятельности,,,,,1641.0,Преподаватель- организатор основам безопасности жизнедеятельности
3,2 446,Учитель 1-4 кл.,Учитель 1- кл,,,,,,
3,2 446,Педагог-психолог,Педагог-психолог,,,,,92.0,Педагог- психолог
3,2 446,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 446,Старший вожатый,Старший вожатый,,,,,435.0,Старший вожатый
3,2 446,Уборщик производственных и служебных помещений,Уборщик производственных служебных помещений,,,,,793.0,Уборщик производственных служебных помещений
3,2 446,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 446,Секретарь учебной части,Секретарь учебной части,,,,,464.0,Секретарь учебной части
3,2 446,Повар,Повар,,,,,267.0,Повар
3,2 446,Медсестра,Медицинская сестра,,,,,1023.0,Работник
3,2 446,Подсобный рабочий,Подсобный рабочий,,,,,174.0,Подсобный рабочий
3,2 446,Контрактный управляющий,Контрактный управляющий,,,,,397.0,Ведущий бухгалтер контрактный управляющий
3,2 446,Рабочий по обслуживанию здания,Рабочий по обслуживанию здания,,,,,1633.0,Ведущий инженер по организации эксплуатации
3,2 446,Дворник,Дворник,,,,,192.0,Дворник
3,2 446,Лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
3,2 446,Советник директора по воспитанию и взаимодействию с детскими общественными объединениями,Советник директора по воспитанию взаимодействию детскими общественными объединениями,,,,,1632.0,Директора по воспитанию взаимодействию детскими
3,2 446,Заместитель директора УВР,Заместитель директора учебно-воспитательной работе,,,,,124.0,Заместитель директора по работе
3,2 446,Заместитель директора АХЧ,Заместитель директора административно-хозяйственной части,,,,,1628.0,Заместитель директора по административно- хозяйственной
3,2 446,Педагог доп.образования,Педагог доп образования,,,,,320.0,Педагог доп образования
3,2 446,Методист,Методист,,,,,57.0,Методист
3,2 446,Педагог-библиотекарь,Педагог-библиотекарь,,,,,166.0,Педагог -библиотекарь
3,2 447,Директор,Директор,,,,,24.0,Директор
3,2 447,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 447,вожатый,Вожатый,,,,,572.0,Вожатый
3,2 447,Старший вожатый,Старший вожатый,,,,,435.0,Старший вожатый
3,2 447,мойщик посуды,Мойщик посуды,,,,,282.0,Мойщик посуды
3,2 447,Медецинская сестра,Медецинская сестра,,,,,620.0,Медицинска сестра процедурной
3,2 447,Инструктор по физической культуре,Инструктор по физической культуре,,,,,1675.0,Инструктор по культуре
3,2 447,Кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
3,2 447,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 447,вожатая,Вожатая,,,,,634.0,Учитель вожатая
3,2 447,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 447,Повар,Повар,,,,,267.0,Повар
3,2 449,Ведущий бухгалтер,Ведущий бухгалтер,,,,,1683.0,Ведущий бухгалтер по учету
3,2 449,Главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
3,2 449,Ведущий экономист,Ведущий экономист,,,,,571.0,Экономист
3,2 449,Начальник учреждения,Начальник учреждения,,,,,908.0,Начальник учреждения совмещение
3,2 449,Бухгалтер 1 категории,Бухгалтер,1 категория,,,,61.0,Бухгалтер
3,2 450,Заведующий хозяйством,Заведующий хозяйством,,,,,366.0,Заведующий хозяйством
3,2 450,Учитель,Учитель,,,,,39.0,Учитель
3,2 450,Директор,Директор,,,,,24.0,Директор
3,2 450,Воспитатель,Воспитатель,,,,,43.0,Воспитатель
3,2 450,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
3,2 450,Педагог дополнительного образования,Педагог дополнительного образования,,,,,1642.0,Педагог образования
3,2 450,Кладовщик,Кладовщик,,,,,249.0,Кладовщик инвентаря
3,2 450,Заместитель директора ВР,Заместитель директора вр,,,,,,
3,2 450,Советник директора по воспитательной работе,Советник директора по воспитательной работе,,,,,,
3,2 450,Заместитель директроа УВР,Заместитель директроа учебно-воспитательной работе,,,,,181.0,Заместитель работе
3,2 450,Педагог - психолог,Педагог психолог,,,,,92.0,Педагог- психолог
3,2 450,Социальный педагог,Социальный педагог,,,,,326.0,Социальный педагог
3,2 450,Качегар,Качегар,,,,,412.0,Кочегар
3,2 452,Директор,Директор,,,,,24.0,Директор
