source_system,department_code,position_name,cleaned_name,category,rate,harm,rank,cluster,etalon_name
2,805,"Ст,медсестра",Старший медицинская сестра,,,,,476.0,Старший фельдшер помощи
2,805,Врач хирург 0.25 ст.,Врач хирург,,0.25,,,,
2,805,"Медсестра УЗД 0,25ст.",Медицинская сестра узд,,0.25,,,1691.0,Врач узд
2,805,"Врач серд.-сосуд. хирург 0,25 ст.(внеш.совм.)",Врач серд -сосуд хирург,,0.25,,,874.0,Врач-сердечно-сосудистый хирург
2,805,"Буфетчик ОРВИ 0,25 ст",Буфетчик орви,,0.25,,,765.0,Буфетчик
2,805,"Медсестра палатная отд.ОРВИ 0,25ст",Медицинская сестра палатная отд орви,,0.25,,,430.0,Врач-педиатр орви
2,805,"Зубной врач 0,25 ст.",Зубной врач,,0.25,,,769.0,Зубной врач для дет
2,805,"Медицинская сестра участковая 0,25 ст. ДП",Медицинская сестра участковая дп,,0.25,,,593.0,Сестра участковая кабинета врача-терапевта
2,805,Медсестра функц.диаг.,Медицинская сестра функц диаг,,,,,1100.0,Врач функц диагностики
2,805,Медсестра-анестезист 0.75 ст.(внеш.совм.),Медицинская сестра-анестезист,,0.75,,,101.0,Врач анестезиолог-реаниматолог
2,805,"Врач педиатр участ.0,5ст (внеш.совм.)",Врач педиатр участ,,0.5,,,112.0,Врач -педиатр
2,805,Фельд.лаборант (дневн.стац.),Фельд лаборант,,,,,448.0,Фельд лаборант
2,805,И.О.зав. невролог.отд.,Заведующий невролог отд,,,,,1018.0,Заведующий невролог отд
2,805,"Зав.пед.отд.-врач педиатр участковый 0,5 ст.(совм)",Заведующий пед отд -врач педиатр участковый,,0.5,,,50.0,Врач- педиатр участковый
2,805,Медсестра ЦЗ 0.5 ст.,Медицинская сестра цз,,0.5,,,620.0,Медицинска сестра процедурной
2,805,И.О.м/с.,Медицинская сестра,,,,,1023.0,Работник
2,805,"Врач - терапев дн. стац. 0,5 ст.",Врач терапев дн стац,,0.5,,,381.0,Врач стац
2,805,"Зубной врач 0,25 ст.ЦЗ для дет",Зубной врач цз для дет,,0.25,,,769.0,Зубной врач для дет
2,805,Мл.медсестра т/о,Младший медицинская сестра,,,,,605.0,Санитарка мед персонала
2,805,Медсестра физиокабинета,Медицинская сестра физиокабинета,,,,,620.0,Медицинска сестра процедурной
2,805,Санитарка т/о,Санитарка,,,,,255.0,Санитарка
2,805,М/с процед.каб.,Медицинская сестра процед каб,,,,,881.0,Мед сес каб врача-гериатра
2,805,Ст.медсестра взрослая поликлиника,Старший медицинская сестра взрослая поликлиника,,,,,1152.0,Старший врач станции помощи
2,805,Гардеробщица 0.25 ст.,Гардеробщица,,0.25,,,1304.0,Гардеробщик
2,805,Санитарка (ф-л),Санитарка,,,,,255.0,Санитарка
2,805,Санитарка стом.отд.,Санитарка стом отд,,,,,1271.0,Санитарка стом отд
2,805,"Санитарка прием. отд. 0,25 ст.",Санитарка прием отд,,0.25,,,723.0,Медсестракабинета
2,805,"Врач -терапевт 0,5ст кабинет неотл мед помощи ВП (внеш.совм)",Врач -терапевт кабинет неотл мед помощи вп,,0.5,,,1079.0,Врача-педиатра кдо кабинет неотл мед
2,805,Врач лаборант (внеш. совм.),Врач лаборант,,,,,8.0,Врач лаборант
2,805,"Медсестра невр. 0,5 ст.",Медицинская сестра невр,,0.5,,,620.0,Медицинска сестра процедурной
2,805,"Врач эндокринолог 0,25ст",Врач эндокринолог,,0.25,,,190.0,Врач-эндокринолог
2,805,Юрисконсульт,Юрисконсульт,,,,,542.0,Юрисконсульт
2,805,Оператор стиральных машин,Оператор стиральных машин,,,,,1351.0,Оператор машин
2,805,И.О.м/с процед.ОРВИ,Медицинская сестра процед орви,,,,,430.0,Врач-педиатр орви
2,805,И.О.зав. педиатр.отд.,Заведующий педиатр отд,,,,,492.0,Заведующий педиатр отд
2,805,"Врач педиатр (внеш.совм.) 0,5ст.",Врач педиатр,,0.5,,,112.0,Врач -педиатр
2,805,Сестра-хозяйка н/о,Сестра-хозяйка,,,,,184.0,Сестра-хозяйка
2,805,Медсестра палатная отд.ОРВИ,Медицинская сестра палатная отд орви,,,,,430.0,Врач-педиатр орви
2,805,Врач - онколог 0.5 ст.,Врач онколог,,0.5,,,1136.0,Врач- онколог
2,805,Санитарка отд. реаб. 0.25,Санитарка отд реаб,,,,,1271.0,Санитарка стом отд
2,805,"Мед.сестра отд.реаб.0,5ст.",Медицинская сестра отд реаб,,0.5,,,723.0,Медсестракабинета
2,805,Зав.педиатр.отделения,Заведующий педиатр отделения,,,,,492.0,Заведующий педиатр отд
2,805,Администратор медрегистратуры ДП,Администратор медрегистратуры дп,,,,,1283.0,Сестра терап
2,805,Медсестра пал.н/о 0.5 ст.,Медицинская сестра пал,,0.5,,,1549.0,Врач неролог пал помощник пол
2,805,"Врач терап.участковый 0,5ст.",Врач терап участковый,,0.5,,,909.0,Врач терап дневн стац
2,805,"Врач приемного отделения 0,25",Врач приемного,,,,,55.0,Заведующий отделением врач отделения
2,805,"Медсестра каб.инфекц.бол. ДП 0,25 ст.",Медицинская сестра каб инфекц бол дп,,0.25,,,1491.0,Сестра каб врача уролога
2,805,Врач д/о (внеш.сов.),Врач,,,,,26.0,Врач
2,805,Зам.гл.врача по ОМР,Заместитель главный врача по омр,,,,,304.0,Заместитель главный врача
2,805,"Медсестра стомат.каб.0,5 ст.",Медицинская сестра стомат каб,,0.5,,,1171.0,Сестра физио каб
2,805,Администратор медрегистратуры ДП (ф-л),Администратор медрегистратуры дп,,,,,1283.0,Сестра терап
2,805,"Мед.сестра 0,25 ст.",Медицинская сестра,,0.25,,,1023.0,Работник
2,805, Врач-педиатр ОКИ 0.75ст,Врач-педиатр оки,,0.75,,,112.0,Врач -педиатр
2,805,"Врач функциональной диагностики 0,25 ст.",Врач функциональной диагностики,,0.25,,,72.0,Врач диагностии
2,805,Уборщик служ. пом.к-та вр.-стом.-тер.стомат. отд.,Уборщик служ помощник к-та вр -стом -тер стомат отд,,,,,1104.0,Уборщик служ помощник к-та -стом
2,805,И.О. Врач-педиатр ОКИ,Врач-педиатр оки,,,,,112.0,Врач -педиатр
2,805,"Дезинфектор 0,5 ст",Дезинфектор,,0.5,,,847.0,Дезинфектор
2,805,Медсестра пал.т/о 0.25 ст.,Медицинская сестра пал,,0.25,,,1549.0,Врач неролог пал помощник пол
2,805,Буфетчица терапевтического отд.,Буфетчица терапевтического отд,,,,,1425.0,Кастелянша отд
2,805,"Уборщик помещений прием. отд. 0,5 ст.",Уборщик помещений прием отд,,0.5,,,1529.0,Уборщик помещений прием отд
2,805,Буфетчик ОКИ,Буфетчик оки,,,,,765.0,Буфетчик
2,805,И.о. медицинская сестра  каб врача стоматолога,Медицинская сестра каб врача стоматолога,,,,,881.0,Мед сес каб врача-гериатра
2,805,Медицинская сестра отд.реабил. 0.5 ст.,Медицинская сестра отд реабил,,0.5,,,723.0,Медсестракабинета
2,805,Зам. гл.врача по амб.-поликл. пом. взр. нас.,Заместитель главный врача по амб -поликл помощник взр нас,,,,,304.0,Заместитель главный врача
2,805,Врач УЗИ,Врач узи,,,,,1691.0,Врач узд
2,805,Уборщик служ. пом. проц к-та   дет.ДП 0.5 ст.,Уборщик служ помощник проц к-та дет дп,,0.5,,,1382.0,Уборщик служ помощник проц к-та
2,805,"Врач-рентгенолог 0,5 ст.(внеш.совм.)",Врач-рентгенолог,,0.5,,,103.0,Врач- рентгенолог
2,805,Инженер - программист 0.5 ст.,Инженер программист,,0.5,,,136.0,Инженер- программист
2,805,"Буфетчица г/отд. 0,5 ст",Буфетчица отд,,0.5,,,673.0,Буфетчица отд
2,805,"Врач -терапевт 0,5ст кабинет неотл мед помощи ВП",Врач -терапевт кабинет неотл мед помощи вп,,0.5,,,1079.0,Врача-педиатра кдо кабинет неотл мед
2,805,Медсестра проц. н/о,Медицинская сестра проц,,,,,620.0,Медицинска сестра процедурной
2,805,"Врач стоматолог 0,25 ст.",Врач стоматолог,,0.25,,,196.0,Врач- стоматолог
2,805,"Санитарка хир. к-та 0,25 ст.",Санитарка хир к-та,,0.25,,,1211.0,Санитарка хир к-та
2,805,Врач акушер-гинеколог д.с.,Врач акушер-гинеколог,,,,,867.0,Врач акушер-гинеколог
2,805,Медицинская сестра по физиотерапии ДП,Медицинская сестра по физиотерапии дп,,,,,410.0,Врач по физиотерапии
2,805,Врач терап.участковый,Врач терап участковый,,,,,909.0,Врач терап дневн стац
2,805,"Юристконсульт 0,25",Юристконсульт,,,,,584.0,Юристконсульт
2,805,"Врач педиатр 0,25 ст.",Врач педиатр,,0.25,,,112.0,Врач -педиатр
2,805,Уборщик служ. помещ. педиатрического отд.ДП,Уборщик служ помещ педиатрического отд дп,,,,,278.0,Уборщик служ помещ отд
2,805,Сестра-хозяйка педиатр.отд.,Сестра-хозяйка педиатр отд,,,,,184.0,Сестра-хозяйка
2,805,"Врач терапевт 0,5 ст.(ЦЗ)",Врач терапевт,,0.5,,,132.0,Врач- терапевт
2,805,"Буфетчица неврологического.отд. 0,25 ст",Буфетчица неврологического отд,,0.25,,,1102.0,Сестра неврол каб
2,805,Ст.медсестра невролог.отд.,Старший медицинская сестра невролог отд,,,,,1018.0,Заведующий невролог отд
2,805,"Участ. м/с 0,5 ст.",Участ медицинская сестра,,0.5,,,620.0,Медицинска сестра процедурной
2,805,И.О. Врач терапевт,Врач терапевт,,,,,132.0,Врач- терапевт
2,805,Рабочий по комплексному обслуживанию и ремонту здания,Рабочий по комплексному обслуживанию ремонту здания,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
2,805,"Врач бактериолог 0,25 ст.",Врач бактериолог,,0.25,,,378.0,Врач бактериолог
2,805,Ст. медсестра проф.отд.ДП,Старший медицинская сестра проф отд дп,,,,,1152.0,Старший врач станции помощи
2,805,Мед сестра-анестезист  ПРиИТотд ОКИ,Медицинская сестра-анестезист приитотд оки,,,,,620.0,Медицинска сестра процедурной
2,805,Медсестра отд.реабил. 0.75 ст.,Медицинская сестра отд реабил,,0.75,,,723.0,Медсестракабинета
2,805,"Медсестра процед 0,5 отд ОРВИ",Медицинская сестра процед отд орви,,,,,723.0,Медсестракабинета
2,805,Врач-педиатр ОРВИ,Врач-педиатр орви,,,,,430.0,Врач-педиатр орви
2,805,Сторож ДП,Сторож дп,,,,,560.0,Сторож
2,805,"Медсестра школы 0,25 ст.",Медицинская сестра школы,,0.25,,,1132.0,Врач- педиатр школы
2,805,"Врач травмат.-ортопед 0,25",Врач травмат -ортопед,,,,,788.0,Врач травмат -ортопед
2,805,Врач УЗИ (дневн.стац.),Врач узи,,,,,1691.0,Врач узд
2,805,И.О.секретарь руководителя,Секретарь руководителя,,,,,725.0,Секретарь руководителя
2,805,"Врач эндоскопист (совм.) 0,25",Врач эндоскопист,,,,,325.0,Врач -эндоскопист
2,805,"санитарка хир.отд. 0,5 ст.",Санитарка хир отд,,0.5,,,1211.0,Санитарка хир к-та
2,805,"Мед/с функц.диаг. 0,5 ст. (днев.стац.)",Мед функц диаг,,0.5,,,212.0,Мед регистратор
2,805,Врач кардиолог-ревматолог,Врач кардиолог-ревматолог,,,,,130.0,Заведующий отделением врач-кардиолог
2,805,Помошник врача-эпидемиолога,Помощник врача-эпидемиолога,,,,,127.0,Помощник врача -эпидемиолога
2,805,Специалист по кадрам (ВУС),Специалист по кадрам,,,,,187.0,Специалист по кадрам
2,805,"Мл.медсестра г/о 0,5 ст.",Младший медицинская сестра,,0.5,,,605.0,Санитарка мед персонала
2,805,и.о.мл.медсестра г/о,Младший медицинская сестра,,,,,605.0,Санитарка мед персонала
2,805,Санитарка бак. лаб.,Санитарка бак лаб,,,,,491.0,Санитарка бак отд
2,805,Фельд.лаборант ЦЗ 0.5 ст.,Фельд лаборант цз,,0.5,,,448.0,Фельд лаборант
2,805,Санитарка прием.отд.,Санитарка прием отд,,,,,723.0,Медсестракабинета
2,805,Мл.медсестра отд ОКИ у взрослых,Младший медицинская сестра отд оки взрослых,,,,,605.0,Санитарка мед персонала
2,805,И.о. мед сес каб УЗД ЖК,Мед сес каб узд жк,,,,,881.0,Мед сес каб врача-гериатра
2,805,Врач невролог 0.75 ст.,Врач невролог,,0.75,,,220.0,Врач -невролог
2,805,И.О.старш.м/с приемн.отд.,Старш медицинская сестра приемн отд,,,,,723.0,Медсестракабинета
2,805,ВРАЧ-ПСИХОТЕРАПЕВТ отд проф.,Врач-психотерапевт отд проф,,,,,580.0,Врач-психотерапевт
2,805,Фелдшер лаборант,Фелдшер лаборант,,,,,234.0,Ветеринарный лаборант
2,805,Акушерка днев. стац.,Акушерка днев стац,,,,,909.0,Врач терап дневн стац
2,805,"Инструктор ЛФК 0,5 ст",Инструктор лечебной физкультуре,,0.5,,,916.0,Инструктор-методист по лечебной физкультуре
2,807,Главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
2,807,Заместитель главного редактора,Заместитель главного редактора,,,,,1698.0,Заместитель редактора
2,807,Оператор электронного набора и верстки,Оператор электронного набора верстки,,,,,121.0,Оператор набора верстки
2,807,Корреспондент I категории,Корреспондент,1 категория,,,,1057.0,Заведующий секретариатом корреспондент отдела рекламы
2,807,менеджер по пекламе,Менеджер по пекламе,,,,,118.0,Ведущий менеджер
2,807,Главный редактор,Главный редактор,,,,,564.0,Руководитель главный редактор
2,807,Корреспондент 2 категории,Корреспондент,2 категория,,,,1057.0,Заведующий секретариатом корреспондент отдела рекламы
2,807,Уборщик,Уборщик,,,,,,
2,807,Водитель,Водитель,,,,,62.0,Водитель
2,813,Санитарка,Санитарка,,,,,255.0,Санитарка
2,813,Врач ультразвуковой диагностики,Врач ультразвуковой диагностики,,,,,113.0,Врач ультразвуковой диагностики
2,813,Заместитель главного врача по медицинской части,Заместитель главного врача по медицинской части,,,,,281.0,Заместитель врача
2,813,Медицинский психолог,Медицинский психолог,,,,,1446.0,Заведующий отделом- психолог
2,813,Электромонтер по ремонту и обслуживанию электрооборудования,Электромонтер по ремонту обслуживанию электрооборудования,,,,,34.0,Электромонтер по ремонту обслуживанию электрооборудования
2,813,Заведующий фельдшерско-акушерским пунктом - фельдшер,Заведующий фельдшерско-акушерским пунктом фельдшер,,,,,228.0,Заведующий фельдшерско пунктом-фельдшер
2,813,Врач-психиатр-нарколог,Врач-психиатр-нарколог,,,,,362.0,Врач психиатр- нарколог
2,813,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
2,813,Старшая медицинская сестра,Старшая медицинская сестра,,,,,476.0,Старший фельдшер помощи
2,813,Медицинская сестра процедурной,Медицинская сестра процедурной,,,,,620.0,Медицинска сестра процедурной
2,813,врач по медицинской профилактике,Врач по медицинской профилактике,,,,,1674.0,Заведующий отделением профилактики врач по
2,813,Врач-терапевт участковый,Врач-терапевт участковый,,,,,593.0,Сестра участковая кабинета врача-терапевта
2,813,Медицинская сестра участковая,Медицинская сестра участковая,,,,,593.0,Сестра участковая кабинета врача-терапевта
2,813,Водитель автомобиля,Водитель автомобиля,,,,,111.0,Водитель автомобиля категории
2,813,Врач функциональной диагностики,Врач функциональной диагностики,,,,,72.0,Врач диагностии
2,813,Оператор электронно-вычислительных и вычислительных машин,Оператор электронно-вычислительных вычислительных машин,,,,,1635.0,Оператор электронно- машин
2,813,Младшая медицинская сестра по уходу за больными,Младшая медицинская сестра по уходу за больными,,,,,605.0,Санитарка мед персонала
2,813,Врач-невролог,Врач-невролог,,,,,220.0,Врач -невролог
2,813,Фармацевт,Фармацевт,,,,,132.0,Врач- терапевт
2,813,Главный врач,Главный врач,,,,,1106.0,Главной медсестры
2,813,Врач-терапевт,Врач-терапевт,,,,,132.0,Врач- терапевт
2,813,Медицинская сестра,Медицинская сестра,,,,,1023.0,Работник
2,813,врач приемного отделения,Врач приемного отделения,,,,,55.0,Заведующий отделением врач отделения
2,813,Зубной врач,Зубной врач,,,,,769.0,Зубной врач для дет
2,813,Врач по паллиативной медицинской помощи,Врач по паллиативной медицинской помощи,,,,,835.0,Врач по паллиативной помощи
2,813,Врач-профпатолог,Врач-профпатолог,,,,,143.0,Врач -профпатолог
2,813,Буфетчица,Буфетчица,,,,,673.0,Буфетчица отд
2,813,Врач-эндокринолог,Врач-эндокринолог,,,,,190.0,Врач-эндокринолог
2,813,начальник информационного отдела,Начальник информационного отдела,,,,,1207.0,Начальник отдела информации
2,813,Медицинская сестра палатная,Медицинская сестра палатная,,,,,1119.0,Сестра палатная
2,813,Начальник отдела кадров,Начальник отдела кадров,,,,,1667.0,Начальник отдела кадров
2,813,Ведущий специалист по кадрам,Ведущий специалист по кадрам,,,,,187.0,Специалист по кадрам
2,813,Главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
2,813,Врач-акушер-гинеколог,Врач-акушер-гинеколог,,,,,867.0,Врач акушер-гинеколог
2,813,Медицинский регистратор,Медицинский регистратор,,,,,1049.0,Регистратор
2,813,фельдшер,Фельдшер,,,,,163.0,Фельдшер
2,813,Повар,Повар,,,,,267.0,Повар
2,813,Специалист по охране труда,Специалист по охране труда,,,,,374.0,Специалист по охране труда
2,813,Врач-эндоскопист,Врач-эндоскопист,,,,,325.0,Врач -эндоскопист
2,813,Врач-педиатр участковый,Врач-педиатр участковый,,,,,50.0,Врач- педиатр участковый
2,813,Врач клинической лабораторной диагностики,Врач клинической лабораторной диагностики,,,,,570.0,Врач лабораторной диагностики
2,813,Ведущий экономист по материально - техническому снабжению,Ведущий экономист по материально техническому снабжению,,,,,895.0,Экономист по снабжению
2,813,Начальник хозяйственного отдела,Начальник хозяйственного отдела,,,,,1260.0,Заместитель начальника хозяйственного отдела
2,813,Юрисконсульт,Юрисконсульт,,,,,542.0,Юрисконсульт
2,813,Медицинская сестра по физиотерапии,Медицинская сестра по физиотерапии,,,,,410.0,Врач по физиотерапии
2,813,Администратор,Администратор,,,,,140.0,Секретарь-администратор
2,813,Начальник планово-экономического отдела,Начальник планово-экономического отдела,,,,,1699.0,Начальник планово -экономического отдела
2,813,Врач-оториноларинголог,Врач-оториноларинголог,,,,,1197.0,Врач-оториноларинголога
2,813,Врач-стоматолог кабинета врача-стоматолога,Врач-стоматолог кабинета врача-стоматолога,,,,,1272.0,Санитар кабинета врача -стоматолога -хирурга
2,813,"Специалист гражданской обороны, мобилизационной работы",Специалист гражданской обороны мобилизационной работы,,,,,1672.0,Специалист обороны
2,813,Ведущий бухгалтер,Ведущий бухгалтер,,,,,1683.0,Ведущий бухгалтер по учету
2,813,Медицинский статистик,Медицинский статистик,,,,,998.0,Заведующий кабинетом статистик-врач-статистик
2,813,кассир,Кассир,,,,,172.0,Кассир билет
2,813,Ведущий экономист планово-экономического отдела,Ведущий экономист планово-экономического отдела,,,,,1699.0,Начальник планово -экономического отдела
2,813,Секретарь руководителя,Секретарь руководителя,,,,,725.0,Секретарь руководителя
2,813,Медицинский лабораторный техник (фельдшер-лаборант),Медицинский лабораторный техник,,,,,1703.0,Лаборант техник
2,813,Врач-фтизиатр участковый,Врач-фтизиатр участковый,,,,,155.0,Врач- фтизиатр участковый
2,813,Врач-дерматовенеролог,Врач-дерматовенеролог,,,,,185.0,Врач -дерматовенеролог
2,813,Врач-трансфузиолог,Врач-трансфузиолог,,,,,439.0,Врач-трансфузиолог
2,813,Заведующий отделением - врач-терапевт,Заведующий отделением врач-терапевт,,,,,1671.0,Заведующий отделом-врач-терапевт
2,813,Заведующий отделением-врач по паллиативной медицинской помощи,Заведующий отделением-врач по паллиативной медицинской помощи,,,,,835.0,Врач по паллиативной помощи
2,813,Врач-онколог,Врач-онколог,,,,,1136.0,Врач- онколог
2,813,Главная медицинская сестра,Главная медицинская сестра,,,,,620.0,Медицинска сестра процедурной
2,813,Врач-стоматолог-терапевт,Врач-стоматолог-терапевт,,,,,116.0,Врач стоматолог-терапевт
2,813,Врач-офтальмолог,Врач-офтальмолог,,,,,165.0,Врач- офтальмолог
2,813,Врач-стоматолог детский,Врач-стоматолог детский,,,,,,
2,813,Диспетчер,Диспетчер,,,,,1471.0,Диспетчер
2,813,Кастелянша,Кастелянша,,,,,503.0,Кастелянша
2,813,Медицинская сестра диетическая,Медицинская сестра диетическая,,,,,1336.0,Диетсестра
2,813,Зубной техник,Зубной техник,,,,,408.0,Зубной техник
2,813,Рентгенолаборант,Рентгенолаборант,,,,,402.0,Рентгенолаборант
2,813,Дезинфектор,Дезинфектор,,,,,847.0,Дезинфектор
2,813,Медицинская сестра по массажу,Медицинская сестра по массажу,,,,,988.0,Массажист
2,813,Медицинская сестра участковая.,Медицинская сестра участковая,,,,,593.0,Сестра участковая кабинета врача-терапевта
2,813,Медицинская сестра стерилизационной,Медицинская сестра стерилизационной,,,,,620.0,Медицинска сестра процедурной
2,813,Акушерка,Акушерка,,,,,631.0,Акушерка
2,813,Фельдшер скорой медицинской помощи,Фельдшер медицинской помощи,,,,,476.0,Старший фельдшер помощи
2,813,Кухонный рабочий,Кухонный рабочий,,,,,276.0,Кухонный рабочий
2,813,Заведующий складом,Заведующий складом,,,,,703.0,Заведующий складом
2,813,Рабочий по комплексному обслуживанию и ремонту зданий,Рабочий по комплексному обслуживанию ремонту зданий,,,,,1663.0,Рабочий по обслуживанию ремонту зданий
2,813,Заведующий фельдшерско-акушерским пунктом - акушер,Заведующий фельдшерско-акушерским пунктом акушер,,,,,16.0,Заведующий пунктом акушер
2,813,Заведующий фельдшерско-акушерским пунктом - акушерка,Заведующий фельдшерско-акушерским пунктом акушерка,,,,,228.0,Заведующий фельдшерско пунктом-фельдшер
2,813,Заведующий фельдшерско-акушерским пунктом - медицинская сестра,Заведующий фельдшерско-акушерским пунктом медицинская сестра,,,,,228.0,Заведующий фельдшерско пунктом-фельдшер
2,813,Врач-психиатр,Врач-психиатр,,,,,263.0,Врач- психиатр
2,813,Врач-рентгенолог,Врач-рентгенолог,,,,,103.0,Врач- рентгенолог
2,813,Врач-стоматолог-ортопед,Врач-стоматолог-ортопед,,,,,422.0,Врач -стоматолог ортопед
2,813,Врач-стоматолог-хирург,Врач-стоматолог-хирург,,,,,77.0,Врач стоматолог-хирург
2,813,Помощник врача-эпидемиолога,Помощник врача-эпидемиолога,,,,,127.0,Помощник врача -эпидемиолога
2,813,Врач-психиатр участковый,Врач-психиатр участковый,,,,,972.0,Врач-психиатр участковый
2,813,врач-травматолог-ортопед,Врач-травматолог-ортопед,,,,,52.0,Врач травматолог-ортопед
2,813,Врач-хирург,Врач-хирург,,,,,,
2,813,Заведующий аптекой-провизор,Заведующий аптекой-провизор,,,,,871.0,Заведующий аптекой
2,813,Заместитель главного врача по клинико-экспертной работе,Заместитель главного врача по клинико-экспертной работе,,,,,273.0,Заместитель врача по клинико- экспертной
2,813,Техник-программист,Техник-программист,,,,,323.0,Техник- программист
2,813,Биолог,Биолог,,,,,1510.0,Биолог
2,813,Медицинская сестра перевязочной,Медицинская сестра перевязочной,,,,,20.0,Санитарка кабинета
2,813,Провизор,Провизор,,,,,715.0,Провизор
2,813,Врач-статистик,Врач-статистик,,,,,213.0,Врач-статистик
2,813,механик,Механик,,,,,256.0,Механик
2,813,медицинская сестра палатная,Медицинская сестра палатная,,,,,1119.0,Сестра палатная
2,813,тест,Тест,,,,,234.0,Ветеринарный лаборант
2,813,Лифтер,Лифтер,,,,,522.0,Электромеханик
2,813,Врач-уролог,Врач-уролог,,,,,990.0,Врач- уролог
2,813,Делопроизводитель,Делопроизводитель,,,,,549.0,Делопроизводитель старший
2,813,Заведующая поликлиникой - врач-терапевт,Заведующая поликлиникой врач-терапевт,,,,,89.0,Заведующий поликлиникой врач -терапевт
2,813,Слесарь-сантехник,Слесарь-сантехник,,,,,939.0,Слесарь-сантехник
2,813,Заведующая лабораторией-врач клинической лабораторной диагностики,Заведующая лабораторией-врач клинической лабораторной диагностики,,,,,1637.0,Заведующий лабораторией- врач лабораторной диагностики
2,813,Врач-психотерапевт,Врач-психотерапевт,,,,,580.0,Врач-психотерапевт
2,813,Врач-детский хирург,Врач-детский хирург,,,,,167.0,Врач- хирург
2,816,Водитель автомобиля,Водитель автомобиля,,,,,111.0,Водитель автомобиля категории
2,816,Социальный работник,Социальный работник,,,,,1076.0,Социальный работник
2,816,Бухгалтер,Бухгалтер,,,,,61.0,Бухгалтер
2,816,Специалист по кадрам,Специалист по кадрам,,,,,187.0,Специалист по кадрам
2,816,Заведующий отделением,Заведующий отделением,,,,,1636.0,Заведующий отделом
2,816,Уборщик служебных помещений,Уборщик служебных помещений,,,,,1054.0,Уборщик служебных помещений
2,816,Директор,Директор,,,,,24.0,Директор
2,816,Главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
2,816,Программист,Программист,,,,,104.0,Программист
2,816,Специалист по охране труда,Специалист по охране труда,,,,,374.0,Специалист по охране труда
2,816,Психолог,Психолог,,,,,392.0,Психолог
2,816,Специалист по социальной работе,Специалист по социальной работе,,,,,1689.0,Специалист по работе
2,816,Юристконсульт,Юристконсульт,,,,,584.0,Юристконсульт
2,817,начальник отдела,Начальник отдела,,,,,182.0,Начальник отдела
2,817,ветеринарный фельдшер,Ветеринарный фельдшер,,,,,42.0,Ветеринарный фельдшер
2,817,ветеринарный врач 1 категории,Ветеринарный врач,1 категория,,,,354.0,Ветеринарный врач
2,817,главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
2,817,главный ветеринарный врач,Главный ветеринарный врач,,,,,354.0,Ветеринарный врач
2,817,ведущий ветеринарный врач,Ведущий ветеринарный врач,,,,,1660.0,Ведущий ветеринарый врач
2,817,начальник отряда,Начальник отряда,,,,,545.0,Начальник отряда
2,817,Заведущий ветеринарным участком,Заведующий ветеринарным участком,,,,,,
2,817,ведущий бухгалтер,Ведущий бухгалтер,,,,,1683.0,Ведущий бухгалтер по учету
2,817,уборщик производственных помещений,Уборщик производственных помещений,,,,,383.0,Уборщик производственных помещений
2,817,ветеринарный санитар,Ветеринарный санитар,,,,,1027.0,Ветеринарный санитар
2,817,водитель,Водитель,,,,,62.0,Водитель
2,817,руководитель учреждения,Руководитель учреждения,,,,,732.0,Директор учреждения
2,817,лаборант,Лаборант,,,,,234.0,Ветеринарный лаборант
2,817,дезинфектор,Дезинфектор,,,,,847.0,Дезинфектор
2,817,водитель ДУК,Водитель дук,,,,,62.0,Водитель
2,818,социальный работник,Социальный работник,,,,,1076.0,Социальный работник
2,818,Заведующая отделением,Заведующая отделением,,,,,356.0,Заведующая отделением реабилитации
2,818,бухгалтер 1 категории,Бухгалтер,1 категория,,,,61.0,Бухгалтер
2,818,специалист по социальной работе,Специалист по социальной работе,,,,,1689.0,Специалист по работе
2,818,юрисконсульт 2 категории,Юрисконсульт,2 категория,,,,542.0,Юрисконсульт
2,818,специалист по охране охране труда 1-ой категории,Специалист по охране охране труда 1-ой категории,,,,,374.0,Специалист по охране труда
2,818,уборщик служебных момещений,Уборщик служебных момещений,,,,,1054.0,Уборщик служебных помещений
2,818,водитель,Водитель,,,,,62.0,Водитель
2,818,директор,Директор,,,,,24.0,Директор
2,818,главный бухгалтер,Главный бухгалтер,,,,,521.0,Главный бухгалтер
2,818,ведущий экономист,Ведущий экономист,,,,,571.0,Экономист
2,818,заместитель директора,Заместитель директора,,,,,37.0,Заместитель директора
2,818,Программист 1 категории,Программист,1 категория,,,,104.0,Программист
2,818,Специалист по кадрам,Специалист по кадрам,,,,,187.0,Специалист по кадрам
2,818,Заведующая социальным отделением №3,Заведующая социальным отделением,,,,,1480.0,Заведующая социальным отделением
2,818,Водитель автом. 1-го класса,Водитель автом 1-го класса,,,,,1547.0,Заместитель главы действующий советниу -го
2,818,делопроизводитель,Делопроизводитель,,,,,549.0,Делопроизводитель старший
2,818,Заведующая отделением №7,Заведующая отделением,,,,,356.0,Заведующая отделением реабилитации
