cluster_id,etalon_name
940,Заместитель дир по гастр -конц
941,Заместитель главы по финансовым вопросам
942,Ведущий инженер-конструктор
943,Главный концертмейстер оркестра
944,Начальник отдела по учету органов
945,Начальник служб водопродно-канализационной кондиционирования воздуха
946,Начальник отдела по учету главный
947,Методист по народной традиционной культуре
948,Главный специалист-эксперт отдела инвестиционной политики
949,Главный специалист сектора
950,Электромонтажник-наладчик
951,Руководитель дискотеки
952,Главный инженер
953,Начальник цеха питания
954,Заведующий отделением врач-эндоскопист
955,Главный врач бму комитета здравоохранения
956,Механик по обслуживанию звуковой техники
957,Сторож-вахтер
958,Консультант отдела по правовым вопросам
959,Заведующий кабинетом
960,Главный специалист- эксперт отдела по
961,Старший диспечер
962,Руководитель учреждения
963,Начальник усзн
964,Асистент режиссера
965,Начальник отдела проверки достоверности определения
966,Педагог внеурочной деятельности
967,Учитель мбоу сош щигры
968,Заместитель директора руководитель технопарк курска
969,Столяр по изготовлению декораций
970,Заведующая крупецкой
971,Специалист по защите информации отдела
972,Врач-психиатр участковый
973,Учитель обществознания
974,Ведущий специалист оператор систем мониторинга
975,Рабочая по стирке ремонту белья
976,Инженер- электрик
977,Заместитель дир по учебным инновационным
978,Машинист по стирке ремонту специалист
979,Методист кат
980,Сторож-охранник
981,Режисер-постановщик
982,Начальник отдела финансирования отчетности
983,Заместитель главы совета
984,Начальник отдела организационно-кадровой работы
985,Инспектор центра занятости населения
986,Заведующий отделом массовой работы
987,Слесарь по обслуживанию тепловых тепловых
988,Массажист
989,Врач акушер-гениколог по экстренной помощи
990,Врач- уролог
991,Пдо по труду
992,Заведующий учебным хозяйством
993,Заведующий оперативным отделом
994,Заместитель директора по социальным вопросам
995,Главный консультант управления планирования
996,Начальник вус
997,Совм -пед доп образования пдо
998,Заведующий кабинетом статистик-врач-статистик
999,Методист по творчеству
1000,Классный руководитель
1001,Рабочий по зданию
1002,Заведующий спортивным комплексом
1003,Пдо по правосл развитию
1004,Специалист по обслуживанию ремонту инвентаря
1005,Кастелянши
1006,Заместитель директора по обслуживанию молодежи
1007,Главный специалист-эксперт по осуществлению бюджетных
1008,Заместитель директора по учебно-восп работе
1009,Заместитель заведующей по административно-хозяйственной части
1010,Начальник отдела социального обеспечния
1011,Начальник отдела по привлечению инвестиций
1012,Заместитель начальника отдела субсидий по
1013,Помощник режиссера
1014,Замдиректора
1015,Врач-терапевт дневной стационар
1016,Инструктор по труд обучению
1017,Директор школы
1018,Заведующий невролог отд
1019,Главный специалист-эксперт по работе населением
1020,Заместитель
1021,Аккомпаниатор ансамбля народных инструментов
1022,Врач -косметолог
1023,Работник
1024,Заместитель директора по экспертизе проектной
1025,Инженер по надзору по стр-ву
1026,Заведующая рмк
1027,Ветеринарный санитар
1028,Заведующий частью
1029,Врач терапии
1030,Инструктор по афк
1031,Начальник управления организационной финансовой кадровой
1032,Врач-ревматолог
1033,Пдо по позн развитию специалист
1034,Оператор станции
1035,Слесарь по эксплуатации ремонту оборудования
1036,Врач здравпункта
1037,Главный художник по свету
1038,Специалист по субсидиям
1039,Преподаватель-концертмейстер
1040,Врач методист
1041,Инженер по строительству ахо
1042,Преподаватель пения
1043,Заместитель отделом
1044,Инструктор производственного обучения рабочих массовых
1045,Заведующий гастро отд
1046,Хормейстер или коллектива
1047,Заведующий отделением -врач по лечебной
1048,Заместитель руководителя заведующий по деятельности
1049,Регистратор
1050,Настройщик пианино роялей
1051,Руководитель подразделения
1052,Тренер-преподаватель по адаптивной физкультуре
1053,Заведующий амбулаторным отделением реабилитации-врач-физиотерапевт
1054,Уборщик служебных помещений
1055,Старший оператор call центра
1056,Методист оимпд
1057,Заведующий секретариатом корреспондент отдела рекламы
1058,Спортсмен
1059,Заведующий орг метод отделом
1060,Оператор насосных установок
1061,Начальник отдела взаимодействия гражданами
1062,Комендант
1063,Заведующий мастерскими
1064,Сторож сов
1065,Директора
1066,Врио заместитель главы -начальника управления
1067,Мед сес офтальм
1068,Учитель химии
1069,Консультант по вопросам архитектуры градостроительства
1070,Начальник отдела учета отчетности учреждений
1071,Балетмейстер
1072,Сестра кабинета врача- невролога
1073,Художественный руководитель ансамбля песни
1074,Уполномоченный по правам реб нка
1075,Администратор моц
1076,Социальный работник
1077,Председатель собрания
1078,Инспектор соревнований
1079,Врача-педиатра кдо кабинет неотл мед
1080,Специалист-т по компл проф подготов
1081,Водитель класса автомобиля
1082,Начальник отдела учета учреждений подведомственных
1083,Библиотекарь цдб
1084,Ведущий специалист отдела апк
1085,Заведующий службой
1086,Заместитель директора по административным финансовым
1087,Врач-сурдолог-оториноларинголог
1088,Начальник отдела спортивных мероприятий
1089,Воспитатель сада
1090,Изготовитель пищевых полуфабрикатов
1091,Врач-генетик
1092,Начальник центра занятости населения города
1093,Социальный педагог кат
1094,Главный специалист-эксперт по вопросам рынка
1095,Начальник управления департаменте
1096,Заместитель начальника инспекции-заместитель инженера-инспектора
1097,Пдо по информационно-коммуникативным технологиям
1098,Электрик кипа
1099,Пожарный сторож
1100,Врач функц диагностики
1101,Врач-нейрохирург
1102,Сестра неврол каб
1103,Заведующий пункт
1104,Уборщик служ помощник к-та -стом
1105,Оператор-контролер
1106,Главной медсестры
1107,Соц педагог
1108,Заместитель директора по развитию
1109,Специалист по реабилитации инвалидов
1110,Начальник отдела учета учреждениях культуры
1111,Консультант по исполнению функций подразделения
1112,Библиотекарь отдела комплектования
1113,Заместитель начальника управления по очной
1114,Консультант по мобилизационной работе
1115,Библиотекарь сектора обработки комплектования
1116,Ведущий бухгалтер по учету расчетов
1117,Педогог библиотекарь
1118,Мед психолог
1119,Сестра палатная
1120,Руководитель секретариата
1121,Начальник отдела жкх
1122,Врач-терапевт оки
1123,Главный специалист отдела связи
1124,Техник по обслуживанию газовых котлов
1125,Заместитель министра имущества
1126,Исполняющий обязанности директора
1127,Врио главы города льгова
1128,Электромонтер
1129,Специалист по документов
1130,Заместитель директора по управлению внешним
1131,Специалист по умр
1132,Врач- педиатр школы
1133,Работник выполняющий переданные полномочия по
1134,Мастер ковроткач
1135,Начальник управления молод жной политики
1136,Врач- онколог
1137,Заведующая ржавецким
1138,Старший оператор транспорта
1139,Консультант отдела экономики планирование бюджета
1140,Учитель изо технологии
1141,Заведующий отделением врач-анестезиолог-реаниматолог
1142,Руководитель физвоспитания высш кат
1143,Заведующий учебной части
1144,Электромантер по ремонту обслуживанию электрооборудования
1145,Техник по эксплуатации ремонту спортивной
1146,Инженер по обслуживанию машин
1147,Заместитель врача по работе
1148,Инженер по ремонту
1149,Заведующий участковой больницей
1150,Заведующий отделением образования
1151,Специалист отдела кадров
1152,Старший врач станции помощи
1153,Консультант по животноводству обеспечению
1154,Методист по дис
1155,Начальник отдела обучения профориентации соцадаптации
1156,Воспитатель общежития
1157,Ответственный редактор
1158,Главный специалист-эксперта по мобилизационной подготовки
1159,Заместитель директора по эксплуатации объекта
1160,Начальник отдела бухгалтер
1161,Заместитель главы поселка поныри
1162,Киномеханик-кинооператор
1163,Киномеханик киноустановка
1164,Учитель старший
1165,Заведующий отделением врач-колопроктолог
1166,Ведущий специалист-эксперт отдела социального обеспечения
1167,Диспетчер образовательного учреждения
1168,Начальника отдела имущественных отношений
1169,Продавец
1170,Санитарка кдл
1171,Сестра физио каб
1172,Заместитель главы округа
1173,Психолог к-та профилактики
1174,Заместитель главы управляющий делами
1175,Звукооператор
1176,Руководитель центра профориентации содействия трудоустройству
1177,Артист кам -инстр анс
1178,Начальник отдела по спортивно-массовой работе
1179,Художник постановщик образцовый музыкальный театр
1180,Заведующий лабораторией врач-бактериолог
1181,Заведующий отделом искусства
1182,Инженер по охране окружающей среды
1183,Ведущий специалист-эксперт административной комиссии
1184,Ведущий специалист по маркетингу
1185,Заведующий мто
1186,Режиссер массовых мероприятий
1187,Пдо по изо
1188,Главный специалист-эксперта по информационным технологиям
1189,Начальник отдела промышленности строительства жкх
1190,Главный хранитель
1191,Оператор оборудования
1192,Заведующий центральным складом
1193,Врач рефлексотерапевт
1194,Ветеринарный врач отдела ветеринарно-санитарной безопасности
1195,Ведущий программист
1196,Артист-концертный исполнитель ансамбля народных инструментов
1197,Врач-оториноларинголога
1198,Заведующий дневным стационаром-врач-хирург
1199,Хормейстер ансамбля
1200,Плотник
1201,Заместитель по административно-хозяйственной работе
1202,Главный специалист отдела административно-хозяйственного обеспечения
1203,Техник сцены
1204,Заведующий отделением врач-инфекционист
1205,Учитель физкультуры
1206,Руководитель службы обеспечения
1207,Начальник отдела информации
1208,Заместитель глав врача по мед
1209,Специалист по организации контроля
1210,Начальник отдела трудоустройства реализации программ
1211,Санитарка хир к-та
1212,Руководитель студии искусства
1213,Художник-дизайнер
1214,Специалист отдела архитектуры строительства жкх
1215,Заведующий комплексом
1216,Заместитель врача по мед обслуж
1217,Заведующий худ -пост частью
1218,Начальник отдела по выполнению государственных
1219,Методист по работе детьми
1220,Техник по рем аппаратуры
1221,Программист уровня
1222,Заместитель дир по реабилитационной работе
1223,Руководитель медиа центра
1224,Начальник отдела учета доходов санкционирования
1225,Главный специалист-эксперт отдела
1226,Сестра кабинета врача офтальмолога
1227,Врач-гематолог
1228,Настройщик щипковых инструментов
1229,Заместитель врача по обороне мобилизационной
1230,Специалиста-эксперта отдела образования
1231,Диспетчер пожарной связи
1232,Водитель пожарной машины
1233,Преподаватель физики
1234,Врач-детскй хирург
1235,Помощник режисера
1236,Начальник производственного отдела
1237,Начальник отдела анализа данных прогнозирования
1238,Начальник отдела учета отчетности главный
1239,Заместитель директора руководитель службы автоматизированных
1240,Главный специалист-эксперт по кадровым вопросам
1241,Инженер компьютерной техники
1242,Ведущий специалист-эксперт-секретарь комиссии
1243,Дирижер оркестра народных инструментов
1244,Заведующий солнечной участковой больницы-врач-невролог
1245,Химик-эксперт организации
1246,Заведующий поликлиникой врач-оториноларинголог
1247,Заместитель начальника отдела ревизий
1248,Заместитель начальника отдела маркетинга
1249,Начальник отдела планирования обеспечения
1250,Заведующий отделением-врач ультразвуковой диагностики
1251,Ведущий бухгалтер по расчетам пост
1252,Специалист по обеспечению безопасности
1253,Инспектор по эксплуатационным организационным вопросам
1254,Совм -специалист по инвент сооружений
1255,Заведующий отделением врач-неонатолог
1256,Начальник технического отдела
1257,Методист по использованию информационно-коммуникационных технологий
1258,Заведующий художественной части
1259,Заместитель директора по кинообслуживанию заведующая
1260,Заместитель начальника хозяйственного отдела
1261,Директор дши
1262,Врач акуш гинек по оказ
1263,Специалист по вопросам дела
1264,Старший тренер по спорту
1265,Начальник медицинского
1266,Ведущий бухгалтер по учету ценностей
1267,Старший оператор комп набора
1268,Руководитель по вокалу
1269,Руководитель группы
1270,Рабочий по компл обслуживанию
1271,Санитарка стом отд
1272,Санитар кабинета врача -стоматолога -хирурга
1273,Специалист по услугам
1274,Ведущий инженер по метрологии
1275,Приемщик заказов
1276,Заместитель начальника отдела по закупкам
1277,Статистик кабинета мед статистики
1278,Механик по выпуску автотранспортных средств
1279,Ведущий библиограф
1280,Уборщик
1281,Начальник отдела по вопросам опеки
1282,Учитель овз
1283,Сестра терап
1284,Проректор по научной работе
1285,Ведущий специалист-эксперт отдела жкх транспорта
1286,Заместитель начальника отдела по выплате
1287,Повар кондитер
1288,Специалист по икт
1289,Санитарка-уборщица
1290,Техслужающий
1291,Методист досуга молодежи
1292,Референт
1293,Заместитель начальника управления по строительству
1294,Заместитель начальника пожарной части
1295,Художник бутафор
1296,Заведующий научно-техн
1297,Внеурочная деятельность
1298,Специалист по срочной работе
1299,Проректор по обеспечению
1300,Консультант по связям
1301,Слесарь кипиа
1302,Специалист по благоустройству озеленению
1303,Начальник отдела экономического развития прогнозирования
1304,Гардеробщик
1305,Заведующий кабинетом-врач-эпидемиолог
1306,Заместитель директора по организационной проектной
1307,Директора по воспитанию
1308,Оценщик
1309,Врач педиатр-дежур
1310,Заместитель председателя
1311,Заместитель директора по инновационной деятельности
1312,Осмотрщик сооружений
1313,Руководитель коллектива эстрадной песни
1314,Заведующий лаборатории
1315,Заместитель начальника управления по бюджету
1316,Главный специалист-эксперт по вопросам закупок
1317,Главный специалист-старший оперативный дежурный еддс
1318,Специалист по пожарной профилактике
1319,Методист по формированию базы данных
1320,Начальник отдела по учебно-производственным
1321,Начальник отдела технологич надзора
1322,Концертмейстер по классу вокала
1323,Начальник отдела строительства закупок
1324,Специалиста бухгалтера основной отдел
1325,Водитель помощи
1326,Ведущий эксперт по режиму секретности
1327,Врач-психиатр
1328,Дежурный вахтер
1329,Бухгалтер по учету нефинансовых активов
1330,Заместитель директора по вопросам
1331,Рабочая по обслуживанию бани
1332,Руководитель драматическогго коллектива
1333,Ведущий специалист по землеустройству отдела
1334,Руководитель службы
1335,Техник по эксплуатации зданий
1336,Диетсестра
1337,Инженер-программист технического отдела
1338,Администратор центр тестирования вфсо гто
1339,Специалист по учету населения
1340,Консультант отд соц-эконом развития
1341,Водитель дтп
1342,Электромонтер по обслуживанию ремонту электрооборудования
1343,Уборщик служеб помещений
1344,Буфетчик отд оки
1345,Ведущий специалист-эксперт по экономике отчетности
1346,Методист категория
1347,Оператор газовой
1348,Врач ортопед
1349,Начальник отдела инновационных программ
1350,Начальник по производству установке тсодд
1351,Оператор машин
1352,Уборщик служ помощник оки взр
1353,Швея
1354,Ветеринарный врач-гинеколог
1355,Руководитель центра организации первичной медико-санитарной
1356,Техник по ремонту аппарата
1357,Врач терапевт паллиативной помощи
1358,Музыкальный руководитель кат группа
1359,Ведущий эксперт по экономике на
1360,Художник конструктор
1361,Подсобный рабочий по столовой
1362,Санитар отделения
1363,Рабочий по компл обслуж рем
1364,Учитель высш кат овз
1365,Старший сторож отдела транспорта жкх
1366,Начальник отдела по моб работе
1367,Начальник группы
1368,Методист кабинета руководящих кадров практики
1369,Заместитель врача руководитель центра
1370,Заместитель директора по оказанию услуг
1371,Уборщиик служебных помещений
1372,Заведующая сектором работы
1373,Тракторист-экскаваторщик
1374,Заместитель начальника отдела департаменте
1375,Заместитель начальник асс начальник отдела
1376,Экономист по закупкам
1377,Заведующий выездной патронажной службы
1378,Начальник отдела экономики
1379,Начальник отдела-провизор-технолог отдел уничтожени
1380,Заместитель начальника отдела управлении
1381,Инженер по безопасности движения
1382,Уборщик служ помощник проц к-та
1383,Помощник директора
1384,Специалист по начислению выплате ежемесячной
1385,Заведующий центром здоровья врач по
1386,Рабочий по уходу за животными
1387,Начальник отделения
1388,Заместитель директора руководитель центра образования
1389,Подсобный рабочий на кухне
1390,Начальник отдела поддержки молодежных инициатив
1391,Юрис-консульт
1392,Уборщик служ помещ общепол немед
1393,Старший корректор
1394,Заведующая отделом киновидеообслуживания
1395,Ведущий библиотекарь автоматизации иинформационных технологий
1396,Консультант отдела по управлению имуществом
1397,Начальник отдела по правовым общим
1398,Главный специалист эксперт управления строительства
1399,Врач r-отделение
1400,Заместитель по работе
1401,Электромонтер по ремонту обслуживания электрооборудования
1402,Заместитель главы начальник управления
1403,Методист кабинета межкурсовой подготовки педагогическими
1404,Заведующий отделом комплектования
1405,Врио директора школы
1406,Совм преп по руководитель практ
1407,Руководитель рцт вфск гто
1408,Начальник отдела оздоровления отдыха детей
1409,Учитель заместитель дир по работе
1410,Начальник сектора по работе отделами
1411,Главный специалист-эксперт отдела организационной кадровой
1412,Худ-руководитель
1413,Уборщик служ помещ к-та
1414,Воспитатель доу
1415,Исполняющая обязанности директора
1416,Начальник отдела поселка золотухино
1417,Врач дежурант приемн отд
1418,Заместитель упрв делами- начальник отдела
1419,Сестра анестезистка
1420,Начальник фэу
1421,Губернатора
1422,Заведующий постановочной частью театра
1423,Главный специалист эксперт по молодежной
1424,Техслужащая
1425,Кастелянша отд
1426,Оператор котлов
1427,Рабочий по уборке
1428,Врач-педиатор
1429,Преподаватель по внекл раб
1430,Рабочи обслуживанию зданий
1431,Консультант по связям общественностью координации
1432,Консультанта
1433,Изготовитель игровых кукол
1434,Библиотекарь отдела обслужив
1435,Начальник управления по социальным вопросам
1436,Инспектор по охране труда
1437,Начальник отдела правоотношений работы
1438,Заместитель бухгалтера по планированию-начальник отдела
1439,Начальник одела
1440,Заведующий социально-реабилитационным отделением
1441,Начальник отдела отч тности
1442,Главный специалист-эксперт отдела правоотношен инвестиционной
1443,Заведующий дом-музея чепцова
1444,Заместитель директора по доп образованию
1445,Заместитель начальника по статистике работе
1446,Заведующий отделом- психолог
1447,Пдо по анг
1448,Начальник отдела расчетов рабочими служащими
1449,Санитар врача стомотолога терапевта
1450,Инспектор
1451,Водитель автомобиля учебной работе
1452,Врач отделения-врач-инфекционист
1453,Хормейстер творчества театра эстрады
1454,Ведущий специалист-эксперт отдела строительства жкх
1455,Артист-солист-инструменталист
1456,Специалист по упорядочиванию оформлению архивных
1457,Специалист по моделированию транспортной системы
1458,Дежурный администратор спортивных сооружений
1459,Старший эксперт
1460,Заведующий по хозяйственной части
1461,Заместитель начальника отдела по прав
1462,Руководитель представительства обл при правительстве
1463,Начальник отд образования воспитания инспектирования
1464,Аккомпаниатор концертмейстер
1465,Главный специалист-эксперт отдела имущества землепользования
1466,Врач-анестезиолог-раниматолог
1467,Инструктор методист по культуре
1468,Помощник по уходу
1469,Начальник отдела обеспечения деятельности учреждения
1470,Заведующая отд реабилитации-врач-физиотерапевт
1471,Диспетчер
1472,Заведующий отд узких специалистов
1473,Машинист по стирке спецодежды
1474,Специалист по мобилизационной работе
1475,Инженер-преподаватель центра обработки данных
1476,Старший специалист
1477,Системный инженер
1478,Заведующий амбулаторно-поликлиничеким отделением
1479,Заместитель начальника отдела обороны чрезвычайным
1480,Заведующая социальным отделением
1481,Рабочий по комплексной уборке содержанию
1482,Директор центра культуры досуга
1483,Слесарь-бригадир
1484,Руководитель формирования объединения
1485,Заместителя главы
1486,Заместитель начальника бюро по вопросам
1487,Заведующий сестра
1488,Заведующий хозяйством отдела кванториум курске
1489,Врач- хирург для оказания экстренной
1490,Заместитель директора по подготовке
1491,Сестра каб врача уролога
1492,Ответственный за состояние безопасную эксплуатацию
1493,Заместитель директора по инновационной работе
1494,Массажистка первая кат
1495,Заместитель директора по развитию руководитель
1496,Рентгенолаборант без доп тарифа
1497,Дежурный по залу
1498,Заведующая сектора информационно-досуговой работы детьми
1499,Библиотекарь-специалист по библиотечно-выставочной работе
1500,Старший инспектор
1501,Главный специалист эксперт по делопроизводству
1502,Консультант отдела финансов финансового контроля
1503,Методист по профориентации
1504,Инструктор проката
1505,Заместитель директор по увч
1506,Инженер программист отдела защиты информации
1507,Главный вет врач
1508,Старший водитель
1509,Заведующий каб реабилитации
1510,Биолог
1511,Заведующий дневным отделением
1512,Начальник отдела содержания безопасности дорог
1513,Профконсультант
1514,Инженер программист информационно-технического отдела
1515,Фельдшер кабинета профилактики
1516,Учитель основ духовно-нравственной культуры народов
1517,Инструктор по адаптивной культуре
1518,Заведующий концертной деятельностью
1519,Вра-педиатр
1520,Уборщик служ помещ к-та узд
1521,Режисс театра
1522,Директор спортивной школы
1523,Консультант по правовым вопросам
1524,Заведующий отделением программ подготовки квалифицированных
1525,Преподаватель домры
1526,Социолог
1527,Заместитель директора по безопасности образовательного
1528,Заведующий отд обслуживания
1529,Уборщик помещений прием отд
1530,Руководитель объединения
1531,Работник по содержанию кладбища
1532,Пдо по православной культуре
1533,Медбрат
1534,Директор департамента
1535,Инжинер по эксплуатации зданий сооружений
1536,Начальник отдела экономики управления имуществом
1537,Начальникотдела по вопросам реализ целев
1538,Санитарка отделений
1539,Начальник отдела организационной работы органами
1540,Ведущий специалист оператор системы
1541,Методист по искусству
1542,Начальник управления организации службы детства
1543,Заведующий ромо
1544,Консультант по вопросам
1545,Начальник газовой службы
1546,Методист кабинета систем образования
1547,Заместитель главы действующий советниу -го
1548,Начальник отдела документооборота кадровой архивной
1549,Врач неролог пал помощник пол
1550,Пдо по деятельности
1551,Специалист по сопровождению обеспечения
1552,Заместитель главы по общим вопросам
1553,Лаборант r-отделения
1554,Нчальник управления
1555,Художественный руководитель коллектива
1556,Руковоитель объеденения
1557,Заместитель директора-мехпник по выпуску-диспетчер
1558,Заместитель бухгалтера по отрасли культуры
1559,Совм техник по ремонту обсл
1560,Главный специалист-эксперт по размещению заказов
1561,Специалист отдел учета отчетности
1562,Уборщица производственных помещений
1563,Уборщик служ помещ отд мед
1564,Заведующая отд врач-терапевт
1565,Специалист по земельным правоотношениям
1566,Эксперт по комплектованию фонда
1567,Специалист раз отд земел прав
1568,Главный ветеринарный врач станции-заместитель инспектора
1569,Учитель рисования черчения
1570,Главный администратор
1571,Заместитель начальник управления
1572,Шеф-редактор заведующий отделом
1573,Директор оку центра занятости населения
1574,Консультант отдела агрономии земельныз имущественных
1575,Заместитель директора по деятельности
1576,Исполнитель
1577,Начальник отдела-экономист
1578,Санитарка офтальмолог к-та
1579,Младший воспит ночной
1580,Инженер программист отдела аналитики внедрения
1581,Заведующий резерва
1582,Заместитель директора по информационно коммуникационным
1583,Методист по художественной направленности
1584,Младший брат по уходу за
1585,Начальник отдела организационно-правовой кадровой финансовой
1586,Начальник отд по строительству транспорту
1587,Приемщик пункта проката коньков
1588,Заместитель директора учреждения
1589,Заведующий отделением по подготовке специалистов
1590,Начальник управления инвестиционной политики экономики
1591,Начальник отдела социально-экономического развития
1592,Заведующей
1593,Инструктор противопожарной профилактики
1594,Заместитель директора департамента
1595,Директора по воспит взаимодействию
1596,Эксперт управления организации перевозок транспортной
1597,Начальник транспортно-хозяйственного участка
1598,Доцент
1599,Заведующий методики клубной работы
1600,Рентгенолаборант кабинета
1601,Консультант по информационным технологиям услугам
1602,Начальник отдела мониторинга реализации государственных
1603,Специалист отдела строительства архитиктуры имущественных
1604,Заведующий тер отд
1605,Ведущий консультант
1606,Преподаватель ф-но
1607,Диспетчер образовательного процесса
1608,Врач офтальм сад
1609,Исполняющий обязанности начальника отдела агрономии
1610,Директор музея
1611,Инженер по эксплуатации теплотехнического оборудования
1612,Начальник отделв правов организ кадр
1613,Начальник отдела опеки
1614,Врач ультразвуковой диагностики организационно кабинет
1615,Консультант по вопросам строительства архитектуры
1616,Главный специалист эксперт
1617,Заместитель руководителя по работе сетью
1618,Старший дежурный
1619,Рабочийпокомплексобслужремонту
1620,Заместитель главы по строительству градостроительству
1621,Заведующий отделом кадровой работы юридического
1622,Заведующий центра-врач-инфекционист
1623,Культ организатор
1624,Помощ воспит
1625,Заведующий вет участка
1626,Старший методист
1627,Заведующий отделением- врач-невролог
1628,Заместитель директора по административно- хозяйственной
1629,Специалист по обеспечению
1630,Заведующий отделением-врач-педиатр
1631,Консультант отдела по организационной кадровой
1632,Директора по воспитанию взаимодействию детскими
1633,Ведущий инженер по организации эксплуатации
1634,Преподаватель по классу фортепиано
1635,Оператор электронно- машин
1636,Заведующий отделом
1637,Заведующий лабораторией- врач лабораторной диагностики
1638,Ведущий специалист по кадрам делопроизводству
1639,Слесарь -электрик по ремонту электрооборудования
1640,Начальник отдела учета отчетности
1641,Преподаватель- организатор основам безопасности жизнедеятельности
1642,Педагог образования
1643,Ведущий консультант управления экономического планирования
1644,Начальник отдела финансового учета отчетности
1645,Начальник отдела защиты информации
1646,Специалист по защите информации
1647,Начальник отдела по делам
1648,Специалист по вопросам
1649,Специалист отдела обороны чрезвычайных ситуаций
1650,Заместитель директора по организационной работе
1651,Начальник управления обеспечения лицензирования
1652,Помощник оператор
1653,Главный специалист-эксперт отдела учета отчетности
1654,Специалист по закупкам
1655,Начальник отдела культуры по делам
1656,Заместитель главы поселка
1657,Рабочий по ремонту стирке белья
1658,Начальник отдела закупок
1659,Заведующий кабинетом статистики врач-статистик
1660,Ведущий ветеринарый врач
1661,Ведущий специалист-эксперт по контролю
1662,Консультант по работе административной комиссии
1663,Рабочий по обслуживанию ремонту зданий
1664,Заместитель главы начальник управления финансов
1665,Начальник отдела имущества правоотношений
1666,Начальник отдела правовой кадровой организационной
1667,Начальник отдела кадров
1668,Первый заместитель главы
1669,Контролер технического состояния транспортных средств
1670,Заместитель оперативным отделом
1671,Заведующий отделом-врач-терапевт
1672,Специалист обороны
1673,Заместитель директора по управлению
1674,Заведующий отделением профилактики врач по
1675,Инструктор по культуре
1676,Заведующий отделением-врач-рентгенолог
1677,Главный бухгалтер курсов
1678,Председатель ревизионной комиссии
1679,Заместитель бухгалтера
1680,Специалист по охране труда технике
1681,Главный специалист по правовым вопросам
1682,Хормейстер хора
1683,Ведущий бухгалтер по учету
1684,Заместитель директора по безопасности
1685,Заместитель директора руководитель службы по
1686,Инженер по обслуж компьютеров
1687,Методист по учебным дисциплинам работе
1688,Начальник отдела образования
1689,Специалист по работе
1690,Главный специалист- эксперт по вопросам
1691,Врач узд
1692,Консультант отдела по учету финансового
1693,Начальник отдела материально технического снабжения
1694,Инженер по защите информации
1695,Начальник финансового отдела
1696,Главный специалист-эксперт управления аграрной политики
1697,Слесарь по ремонту автомобилей
1698,Заместитель редактора
1699,Начальник планово -экономического отдела
1700,Ведущий специалист эксперт по архивной
1701,Заместитель директора по икт
1702,Методист по культурно-массовой работе
1703,Лаборант техник
1704,Заведующий практикой
1705,Специалист по программным технологиям
1706,Руководитель оркестра
1707,Помощник заместителя председателя правительства
1708,Начальник отдела автоматизированной системы управления
1709,Начальник отдела учета ценностей платы
